lon,lat,crop_density,precip_intensity,rain_proxy,snow_proxy,crop_zone
-94.82082082082081,30.877755511022045,244.0,76.33333333333333,114.5,0.0,Intense Cropland
-119.15315315315316,48.64529058116233,244.0,213.33333333333334,0.0,0.0,Intense Cropland
-79.17017017017017,45.571142284569135,244.0,65.0,63.0,0.0,Intense Cropland
-88.67867867867868,37.703406813627254,225.0,91.0,136.5,0.0,Intense Cropland
-90.33233233233233,41.40280561122245,123.0,65.0,60.0,0.0,Sparse Crops
-108.58158158158159,31.607214428857713,244.0,59.666666666666664,76.5,0.0,Intense Cropland
-87.61561561561561,34.8376753507014,184.0,62.0,72.5,0.0,Intense Cropland
-77.10310310310311,44.99799599198397,244.0,57.0,81.0,0.0,Intense Cropland
-92.22222222222223,38.432865731462925,147.0,76.33333333333333,114.5,0.0,Sparse Crops
-124.23223223223223,48.124248496993985,244.0,157.33333333333334,236.0,0.0,Intense Cropland
-87.37937937937937,41.298597194388776,81.0,94.66666666666667,142.0,0.0,Non-Agricultural
-84.01301301301302,44.8937875751503,244.0,65.0,64.5,0.0,Intense Cropland
-86.9069069069069,35.671342685370746,91.0,63.333333333333336,70.0,0.0,Sparse Crops
-89.44644644644646,33.587174348697395,244.0,57.0,81.0,0.0,Intense Cropland
-93.52152152152152,35.567134268537075,211.0,115.0,172.5,0.0,Intense Cropland
-77.3983983983984,42.653306613226455,244.0,59.666666666666664,76.5,0.0,Intense Cropland
-81.88688688688688,36.66132264529058,111.0,221.66666666666666,213.5,0.0,Sparse Crops
-92.98998998999,33.27454909819639,244.0,73.0,109.5,0.0,Intense Cropland
-102.08508508508508,28.064128256513026,244.0,65.33333333333333,59.0,0.0,Intense Cropland
-119.8028028028028,47.55110220440882,64.0,62.666666666666664,71.0,0.0,Non-Agricultural
-117.73573573573573,48.74949899799599,244.0,186.0,0.0,232.0,Intense Cropland
-71.96496496496496,47.186372745490985,244.0,221.66666666666666,213.5,0.0,Intense Cropland
-89.03303303303304,38.589178356713425,120.0,102.33333333333333,153.5,0.0,Sparse Crops
-84.13113113113113,37.807615230460925,167.0,62.666666666666664,71.0,0.0,Sparse Crops
-122.16516516516516,47.03006012024048,244.0,65.33333333333333,59.0,0.0,Intense Cropland
-91.63163163163162,39.52705410821643,153.0,66.33333333333333,99.5,0.0,Sparse Crops
-78.81581581581582,44.8937875751503,244.0,91.0,136.5,0.0,Intense Cropland
-90.56856856856857,37.807615230460925,216.0,110.66666666666667,166.0,0.0,Intense Cropland
-92.87187187187186,29.783567134268537,244.0,62.666666666666664,71.0,0.0,Intense Cropland
-91.92692692692692,36.66132264529058,147.0,94.66666666666667,142.0,0.0,Sparse Crops
-96.76976976976977,34.78557114228457,111.0,63.666666666666664,68.5,0.0,Sparse Crops
-117.44044044044044,48.80160320641283,244.0,203.66666666666666,0.0,240.0,Intense Cropland
-123.05105105105105,47.03006012024048,244.0,98.33333333333333,147.5,0.0,Intense Cropland
-123.64164164164164,46.87374749498998,244.0,123.33333333333333,185.0,0.0,Intense Cropland
-123.58258258258259,47.23847695390781,244.0,155.33333333333334,233.0,0.0,Intense Cropland
-92.98998998999,32.64929859719439,244.0,119.0,178.5,0.0,Intense Cropland
-88.2062062062062,40.985971943887776,46.0,73.0,109.5,0.0,Non-Agricultural
-97.65565565565566,28.533066132264526,205.0,91.0,136.5,0.0,Intense Cropland
-82.005005005005,42.705410821643284,51.0,150.66666666666666,226.0,0.0,Non-Agricultural
-70.90190190190191,47.03006012024048,244.0,201.33333333333334,0.0,239.0,Intense Cropland
-82.53653653653654,42.809619238476955,160.0,123.33333333333333,185.0,0.0,Sparse Crops
-81.23723723723722,44.21643286573146,143.0,102.33333333333333,153.5,0.0,Sparse Crops
-94.87987987987988,37.02605210420842,70.0,57.0,81.0,0.0,Non-Agricultural
-93.87587587587588,31.39879759519038,242.0,59.666666666666664,76.5,0.0,Intense Cropland
-81.41441441441441,41.19438877755511,244.0,76.33333333333333,114.5,0.0,Intense Cropland
-83.77677677677679,42.75751503006012,228.0,87.0,130.5,0.0,Intense Cropland
-83.95395395395396,41.454909819639276,97.0,98.33333333333333,147.5,0.0,Sparse Crops
-119.50750750750751,48.02004008016032,133.0,201.33333333333334,0.0,239.0,Sparse Crops
-122.63763763763764,47.60320641282565,244.0,132.33333333333334,198.5,0.0,Intense Cropland
-79.7017017017017,47.75951903807615,202.0,215.66666666666666,202.0,0.0,Intense Cropland
-118.09009009009009,47.70741482965932,77.0,218.33333333333334,207.5,0.0,Non-Agricultural
-123.87787787787788,47.394789579158314,244.0,157.33333333333334,236.0,0.0,Intense Cropland
-78.69769769769769,45.62324649298597,244.0,62.666666666666664,71.0,0.0,Intense Cropland
-122.34234234234235,48.64529058116233,244.0,153.33333333333334,230.0,0.0,Intense Cropland
-85.78478478478479,39.52705410821643,107.0,91.0,136.5,0.0,Sparse Crops
-91.27727727727728,37.65130260521042,237.0,115.0,172.5,0.0,Intense Cropland
-79.7017017017017,43.79959919839679,123.0,94.66666666666667,142.0,0.0,Sparse Crops
-84.66266266266265,38.17234468937876,86.0,63.0,94.5,0.0,Sparse Crops
-84.13113113113113,38.6933867735471,136.0,80.0,120.0,0.0,Sparse Crops
-90.74574574574575,35.4629258517034,59.0,65.0,63.0,0.0,Non-Agricultural
-93.22622622622623,32.44088176352705,244.0,115.0,172.5,0.0,Intense Cropland
-90.09609609609609,39.631262525050104,61.0,63.0,94.5,0.0,Non-Agricultural
-95.35235235235236,31.81563126252505,244.0,69.33333333333333,104.0,0.0,Intense Cropland
-110.70770770770771,32.28456913827655,244.0,59.666666666666664,76.5,0.0,Intense Cropland
-89.8008008008008,39.21442885771543,79.0,83.33333333333333,125.0,0.0,Non-Agricultural
-113.83783783783784,47.655310621242485,244.0,208.66666666666666,0.0,242.0,Intense Cropland
-107.75475475475476,30.825651302605213,244.0,65.0,64.5,0.0,Intense Cropland
-83.5995995995996,39.99599198396794,81.0,69.33333333333333,104.0,0.0,Non-Agricultural
-82.06406406406407,43.122244488977955,59.0,132.33333333333334,198.5,0.0,Non-Agricultural
-87.14314314314313,37.703406813627254,51.0,87.0,130.5,0.0,Non-Agricultural
-110.64864864864865,30.35671342685371,244.0,110.66666666666667,166.0,0.0,Intense Cropland
-78.69769769769769,48.59318637274549,244.0,214.66666666666666,200.0,0.0,Intense Cropland
-96.82882882882883,30.09619238476954,202.0,59.666666666666664,89.5,0.0,Intense Cropland
-106.69169169169169,32.75350701402806,244.0,63.333333333333336,70.0,0.0,Intense Cropland
-85.31231231231232,41.40280561122245,104.0,102.33333333333333,153.5,0.0,Sparse Crops
-76.21721721721721,44.99799599198397,164.0,56.0,82.5,0.0,Sparse Crops
-95.52952952952953,30.825651302605213,235.0,58.666666666666664,78.0,0.0,Intense Cropland
-114.36936936936937,45.72745490981964,244.0,218.33333333333334,207.5,0.0,Intense Cropland
-87.26126126126127,41.50701402805611,104.0,110.66666666666667,166.0,0.0,Sparse Crops
-82.94994994994994,38.06813627254509,244.0,65.33333333333333,59.0,0.0,Intense Cropland
-91.63163163163162,34.8376753507014,109.0,63.0,94.5,0.0,Sparse Crops
-87.73373373373374,38.38076152304609,147.0,69.33333333333333,104.0,0.0,Sparse Crops
-78.87487487487488,42.34068136272545,232.0,56.0,82.5,0.0,Intense Cropland
-108.4044044044044,30.981963927855713,244.0,66.33333333333333,99.5,0.0,Intense Cropland
-110.76676676676676,30.92985971943888,244.0,64.33333333333333,65.5,0.0,Intense Cropland
-108.58158158158159,32.18036072144288,244.0,58.0,79.5,0.0,Intense Cropland
-77.28028028028028,45.414829659318634,244.0,61.333333333333336,74.0,0.0,Intense Cropland
-72.85085085085086,48.07214428857716,244.0,211.0,0.0,243.0,Intense Cropland
-98.42342342342343,28.324649298597194,223.0,58.666666666666664,78.0,0.0,Intense Cropland
-93.75775775775776,32.96192384769539,147.0,59.666666666666664,89.5,0.0,Sparse Crops
-124.35035035035035,48.22845691382766,244.0,148.0,220.0,0.0,Intense Cropland
-121.33833833833833,47.342685370741485,244.0,219.33333333333334,209.5,0.0,Intense Cropland
-88.91491491491492,36.71342685370742,77.0,59.666666666666664,89.5,0.0,Non-Agricultural
-124.11411411411412,49.06212424849699,244.0,83.33333333333333,125.0,0.0,Intense Cropland
-86.08008008008008,48.59318637274549,244.0,218.33333333333334,207.5,0.0,Intense Cropland
-92.6946946946947,32.49298597194389,244.0,115.0,172.5,0.0,Intense Cropland
-119.8028028028028,48.74949899799599,244.0,215.66666666666666,202.0,0.0,Intense Cropland
-87.14314314314313,40.985971943887776,66.0,83.33333333333333,125.0,0.0,Non-Agricultural
-80.05605605605605,47.70741482965932,244.0,198.66666666666666,0.0,238.0,Intense Cropland
-122.34234234234235,47.186372745490985,174.0,87.0,130.5,0.0,Intense Cropland
-89.68268268268268,39.37074148296593,63.0,76.33333333333333,114.5,0.0,Non-Agricultural
-69.1891891891892,48.90581162324649,244.0,215.66666666666666,202.0,0.0,Intense Cropland
-72.43743743743744,45.102204408817634,244.0,213.33333333333334,0.0,0.0,Intense Cropland
-77.63463463463464,46.82164328657315,244.0,65.0,60.0,0.0,Intense Cropland
-74.5045045045045,47.967935871743485,244.0,203.66666666666666,0.0,240.0,Intense Cropland
-98.95495495495496,27.074148296593187,244.0,64.33333333333333,65.5,0.0,Intense Cropland
-90.56856856856857,39.42284569138276,126.0,59.666666666666664,89.5,0.0,Sparse Crops
-87.4974974974975,35.61923847695391,244.0,57.0,81.0,0.0,Intense Cropland
-71.78778778778778,45.0501002004008,230.0,216.66666666666666,204.0,0.0,Intense Cropland
-120.21621621621621,47.86372745490982,244.0,196.66666666666666,0.0,237.0,Intense Cropland
-81.47347347347346,43.53907815631263,64.0,150.66666666666666,226.0,0.0,Non-Agricultural
-89.26926926926927,38.432865731462925,43.0,110.66666666666667,166.0,0.0,Non-Agricultural
-88.7967967967968,39.73547094188377,51.0,73.0,109.5,0.0,Non-Agricultural
-84.83983983983984,45.362725450901806,237.0,60.666666666666664,75.5,0.0,Intense Cropland
-93.28528528528528,38.17234468937876,232.0,59.666666666666664,76.5,0.0,Intense Cropland
-84.89889889889889,41.24649298597194,68.0,102.33333333333333,153.5,0.0,Non-Agricultural
-90.8048048048048,32.388777555110224,195.0,65.0,64.5,0.0,Intense Cropland
